cluster,n,m,modularity,cpm_score,connectivity,ktruss_vals
66180,43,44,4.779860764718261e-07,34.97,1.0,2.0
78010,39,64,6.952614577213627e-07,56.59,1.0,3.0
173788,24,27,2.933128263594804e-07,24.24,1.0,2.0
60268,45,70,7.604267235000799e-07,60.1,1.0,3.0
110749,32,34,3.693558169142558e-07,29.04,1.0,3.0
138276,28,28,3.041766400070918e-07,24.22,1.0,2.0
206254,21,26,2.824504952343447e-07,23.9,1.0,3.0
74584,40,53,5.757643455339324e-07,45.2,1.0,4.0
81951,38,44,4.779860428666457e-07,36.97,1.0,3.0
46486,52,71,7.712939067824909e-07,57.74,1.0,2.0
66082,43,65,7.061266736107687e-07,55.97,1.0,2.0
244572,17,17,1.8467849992600365e-07,15.64,1.0,2.0
116194,31,39,4.236688228840013e-07,34.35,1.0,3.0
122597,30,31,3.3676556463297043e-07,26.65,1.0,2.0
116171,31,34,3.6935649831165616e-07,29.35,1.0,2.0
154806,26,33,3.5849513353460676e-07,29.75,1.0,3.0
41874,55,95,1.0320274450597046e-06,80.15,1.0,4.0
195033,22,24,2.607212741566509e-07,21.69,1.0,2.0
16029,96,140,1.5208849120113911e-06,94.4,1.0,2.0
154921,26,31,3.3676697442781696e-07,27.75,1.0,3.0
164524,25,28,3.0417678897333875e-07,25.0,1.0,3.0
26580,71,72,7.821537975342483e-07,47.15,1.0,3.0
226074,19,21,2.2813184713480198e-07,19.29,1.0,2.0
164819,25,27,2.9331414829109e-07,24.0,1.0,2.0
185245,23,24,2.607232311937136e-07,21.47,1.0,3.0
136942,28,28,3.04176219396512e-07,24.22,1.0,2.0
68814,42,47,5.105854070789786e-07,38.39,1.0,3.0
263778,14,14,1.52088051029335e-07,13.09,1.0,3.0
174034,24,28,3.04176219396512e-07,25.24,1.0,3.0
104578,33,42,4.56266371885524e-07,36.72,1.0,3.0
216890,20,20,2.172673696742393e-07,18.1,1.0,2.0
227804,19,22,2.38996072187711e-07,20.29,1.0,3.0
90447,36,36,3.910851658037504e-07,29.7,1.0,2.0
94627,35,45,4.888567185799586e-07,39.05,1.0,3.0
42070,55,63,6.84402067300288e-07,48.15,1.0,3.0
216675,20,20,2.1727004967999215e-07,18.1,1.0,2.0
24658,74,101,1.0971842752890761e-06,73.99,1.0,4.0
138183,28,33,3.5849505033301903e-07,29.22,1.0,2.0
154845,26,29,3.150374676323304e-07,25.75,1.0,2.0
78243,39,55,5.974868619208428e-07,47.59,1.0,3.0
68727,42,53,5.757653428023252e-07,44.39,1.0,3.0
155687,26,29,3.1504084561679297e-07,25.75,1.0,2.0
173377,24,30,3.2589834594562843e-07,27.24,1.0,3.0
53650,48,75,8.147626737533482e-07,63.72,1.0,4.0
99143,34,40,4.3454016713092297e-07,34.39,1.0,3.0
155458,26,26,2.824483893785555e-07,22.75,1.0,2.0
183857,23,30,3.259031456741018e-07,27.47,1.0,3.0
194562,22,23,2.498600378404926e-07,20.69,1.0,2.0
99241,34,38,4.128120101779332e-07,32.39,1.0,3.0
122801,30,31,3.367609802844937e-07,26.65,1.0,3.0
74729,40,45,4.888449145464735e-07,37.2,1.0,3.0
137365,28,30,3.259031456741018e-07,26.22,1.0,2.0
77899,39,58,6.300763190958913e-07,50.59,1.0,4.0
263981,14,14,1.520867193613694e-07,13.09,1.0,3.0
183759,23,26,2.8245088610478245e-07,23.47,1.0,3.0
245403,17,17,1.846792866235695e-07,15.64,1.0,3.0
244833,17,17,1.846786223385524e-07,15.64,1.0,3.0
205231,21,23,2.498592638001896e-07,20.9,1.0,2.0
35900,60,72,7.821714910599814e-07,54.3,1.0,4.0
226329,19,19,2.064012021592974e-07,17.29,1.0,2.0
174129,24,29,3.150403745836907e-07,26.24,1.0,3.0
71730,41,50,5.43173005849201e-07,41.8,1.0,3.0
115826,31,35,3.802116350663092e-07,30.35,1.0,3.0
252003,16,16,1.738148068026781e-07,14.8,1.0,3.0
99914,34,35,3.8020954437563214e-07,29.39,1.0,3.0
165160,25,25,2.7158806842738296e-07,22.0,1.0,2.0
227220,19,19,2.0640612698519345e-07,17.29,1.0,2.0
216079,20,21,2.2813283634857291e-07,19.1,1.0,3.0
77738,39,59,6.409398561129754e-07,51.59,1.0,3.0
236246,18,18,1.9554031555534468e-07,16.47,1.0,3.0
55799,47,76,8.256133052010329e-07,65.19,1.0,3.0
78427,39,50,5.431705260878367e-07,42.59,1.0,3.0
30295,66,114,1.238432060755916e-06,92.55,1.0,2.0
68604,42,50,5.431730483351181e-07,41.39,1.0,2.0
204954,21,25,2.7158597823827575e-07,22.9,1.0,3.0
104344,33,41,4.454018241461733e-07,35.72,1.0,3.0
110364,32,35,3.802204647020405e-07,30.04,1.0,2.0
154047,26,32,3.4762892415333404e-07,28.75,1.0,3.0
36054,60,67,7.278529845801625e-07,49.3,1.0,3.0
110260,32,34,3.693574959340982e-07,29.04,1.0,2.0
227003,19,20,2.1726795960890135e-07,18.29,1.0,3.0
196272,22,22,2.389941378983165e-07,19.69,1.0,2.0
110328,32,49,5.323080596273525e-07,44.04,1.0,2.0
75209,40,42,4.562669939501609e-07,34.2,1.0,3.0
184467,23,31,3.367631023085347e-07,28.47,1.0,3.0
31093,65,92,9.99434960379506e-07,71.2,1.0,3.0
245390,17,21,2.281329387868398e-07,19.64,1.0,2.0
99697,34,36,3.9107653337348457e-07,30.39,1.0,2.0
244388,17,17,1.8467938339704743e-07,15.64,1.0,2.0
173371,24,30,3.259028584515994e-07,27.24,1.0,3.0
50011,50,54,5.866255436127653e-07,41.75,1.0,3.0
116571,31,33,3.584964878617282e-07,28.35,1.0,2.0
245226,17,17,1.84678675209916e-07,15.64,1.0,2.0
185002,23,23,2.498560722521926e-07,20.47,1.0,3.0
116860,31,33,3.5849000852333026e-07,28.35,1.0,2.0
49993,50,95,1.0320112069421707e-06,82.75,1.0,2.0
43380,54,87,9.451222143114578e-07,72.69,1.0,4.0
194282,22,30,3.2590032036061144e-07,27.69,1.0,3.0
196101,22,23,2.498588011757584e-07,20.69,1.0,2.0
174978,24,25,2.71587641532428e-07,22.24,1.0,2.0
217164,20,25,2.7158602895583936e-07,23.1,1.0,3.0
206508,21,21,2.281287456628502e-07,18.9,1.0,3.0
194734,22,27,2.933143775675221e-07,24.69,1.0,3.0
163709,25,29,3.150368094546639e-07,26.0,1.0,2.0
110819,32,57,6.192151754521399e-07,52.04,1.0,2.0
163800,25,27,2.9331082589236906e-07,24.0,1.0,3.0
227338,19,20,2.172706305568927e-07,18.29,1.0,2.0
184562,23,34,3.6935431052295594e-07,31.47,1.0,3.0
226929,19,19,2.064058521544169e-07,17.29,1.0,3.0
66076,43,58,6.30080543612253e-07,48.97,1.0,3.0
90508,36,37,4.01949629721927e-07,30.7,1.0,2.0
236771,18,20,2.1726773797403358e-07,18.47,1.0,2.0
146273,27,31,3.3676318542161014e-07,27.49,1.0,2.0
50205,50,64,6.95265177097872e-07,51.75,1.0,3.0
154532,26,28,3.0417477608499744e-07,24.75,1.0,2.0
104561,33,38,4.1281308061651653e-07,32.72,1.0,3.0
49770,50,110,1.1949704245446823e-06,97.75,1.0,4.0
46723,52,62,6.73537993928004e-07,48.74,1.0,3.0
227358,19,20,2.1726976304757196e-07,18.29,1.0,2.0
146419,27,28,3.041771028970599e-07,24.49,1.0,2.0
184474,23,24,2.6071975796998675e-07,21.47,1.0,2.0
116832,31,31,3.367654541400817e-07,26.35,1.0,2.0
116834,31,33,3.584925503908442e-07,28.35,1.0,2.0
104494,33,40,4.345358463131491e-07,34.72,1.0,3.0
54030,48,67,7.278521407331373e-07,55.72,1.0,3.0
105164,33,35,3.802189322586122e-07,29.72,1.0,3.0
56094,47,63,6.844013251244229e-07,52.19,1.0,2.0
244882,17,17,1.8467771597231993e-07,15.64,1.0,3.0
184422,23,25,2.7158606247250734e-07,22.47,1.0,3.0
145807,27,32,3.4763154128583034e-07,28.49,1.0,2.0
78732,39,41,4.454010870155108e-07,33.59,1.0,3.0
72000,41,50,5.431541583882555e-07,41.8,1.0,5.0
195814,22,22,2.389961431450935e-07,19.69,1.0,3.0
51844,49,64,6.952617657147579e-07,52.24,1.0,3.0
174099,24,25,2.7158551643995966e-07,22.24,1.0,2.0
164169,25,28,3.041765722656572e-07,25.0,1.0,2.0
174438,24,30,3.259015536323731e-07,27.24,1.0,3.0
56056,47,51,5.540373666505161e-07,40.19,1.0,3.0
217167,20,21,2.2813287520548463e-07,19.1,1.0,2.0
165270,25,26,2.82450661312975e-07,23.0,1.0,3.0
54145,48,74,8.038945100198867e-07,62.72,1.0,2.0
155072,26,28,3.0417831846635607e-07,24.75,1.0,3.0
78310,39,47,5.105841206998204e-07,39.59,1.0,3.0
138524,28,28,3.041751273019125e-07,24.22,1.0,2.0
63355,44,55,5.974797047845459e-07,45.54,1.0,2.0
104826,33,36,3.910862786987468e-07,30.72,1.0,3.0
216886,20,22,2.389968795676574e-07,20.1,1.0,3.0
173795,24,26,2.8244935991622537e-07,23.24,1.0,3.0
130209,29,32,3.4763205111683615e-07,27.939999999999998,1.0,2.0
116403,31,37,4.0194663163237355e-07,32.35,1.0,3.0
20352,83,113,1.2275736016615503e-06,78.97,1.0,3.0
27918,69,84,9.125353384509172e-07,60.54,1.0,2.0
116155,31,41,4.4540220061860583e-07,36.35,1.0,3.0
43446,54,74,8.03890796750728e-07,59.69,1.0,4.0
137629,28,33,3.584917134182764e-07,29.22,1.0,3.0
173264,24,27,2.933101702815601e-07,24.24,1.0,3.0
227733,19,19,2.064039119642005e-07,17.29,1.0,3.0
154815,26,27,2.933137284771212e-07,23.75,1.0,3.0
98816,34,45,4.888532441760673e-07,39.39,1.0,3.0
89695,36,42,4.562668268388868e-07,35.7,1.0,3.0
109935,32,35,3.8022083075952247e-07,30.04,1.0,2.0
259048,15,15,1.629488618667355e-07,13.95,1.0,3.0
71236,41,62,6.735315909167364e-07,53.8,1.0,4.0
235911,18,23,2.4985677129305024e-07,21.47,1.0,3.0
50169,50,56,6.083567964909343e-07,43.75,1.0,3.0
226936,19,20,2.1726783135453896e-07,18.29,1.0,2.0
99798,34,34,3.693572562132115e-07,28.39,1.0,2.0
78767,39,41,4.453976711477721e-07,33.59,1.0,2.0
194528,22,25,2.7158334408190846e-07,22.69,1.0,3.0
122630,30,37,4.019479791440458e-07,32.65,1.0,3.0
226574,19,20,2.1726665744504488e-07,18.29,1.0,2.0
130225,29,31,3.367638312075508e-07,26.939999999999998,1.0,2.0
174541,24,25,2.7158527058221827e-07,22.24,1.0,3.0
123125,30,31,3.3676814057773036e-07,26.65,1.0,3.0
163710,25,30,3.258995652914506e-07,27.0,1.0,3.0
163397,25,34,3.6935617568422285e-07,31.0,1.0,2.0
163498,25,29,3.1504174077146396e-07,26.0,1.0,3.0
40708,56,70,7.604408781554434e-07,54.6,1.0,3.0
145230,27,30,3.2590449498552466e-07,26.49,1.0,2.0
163920,25,31,3.36764760203435e-07,28.0,1.0,3.0
206246,21,21,2.2813049599412436e-07,18.9,1.0,2.0
226858,19,19,2.064059512882236e-07,17.29,1.0,2.0
58198,46,59,6.409395960047494e-07,48.65,1.0,2.0
39623,57,63,6.843999967314133e-07,47.04,1.0,3.0
137143,28,31,3.3676499741647236e-07,27.22,1.0,3.0
205613,21,26,2.82450058957083e-07,23.9,1.0,3.0
205530,21,23,2.4985867829114387e-07,20.9,1.0,2.0
130831,29,36,3.910847997167643e-07,31.939999999999998,1.0,3.0
205585,21,24,2.6072163634909454e-07,21.9,1.0,2.0
109930,32,39,4.2367449274766113e-07,34.04,1.0,3.0
95046,35,36,3.910832935024891e-07,30.05,1.0,2.0
116639,31,48,5.214468306577173e-07,43.35,1.0,2.0
60780,45,54,5.86628652637769e-07,44.1,1.0,3.0
174189,24,26,2.82443768297463e-07,23.24,1.0,2.0
75249,40,41,4.454010003914464e-07,33.2,1.0,2.0
226164,19,20,2.1726865274893715e-07,18.29,1.0,3.0
110604,32,35,3.8021997186540154e-07,30.04,1.0,3.0
104760,33,37,4.0194991369897733e-07,31.72,1.0,2.0
215871,20,20,2.1726661342491406e-07,18.1,1.0,2.0
175139,24,26,2.8244740556403654e-07,23.24,1.0,3.0
227001,19,22,2.389952118478888e-07,20.29,1.0,3.0
184657,23,26,2.824512986017322e-07,23.47,1.0,2.0
185609,23,28,3.041752551137133e-07,25.47,1.0,3.0
137784,28,33,3.584950221270907e-07,29.22,1.0,2.0
104996,33,33,3.5849549372077104e-07,27.72,1.0,2.0
136703,28,33,3.5848830829003343e-07,29.22,1.0,3.0
216556,20,20,2.1726849283666568e-07,18.1,1.0,3.0
99989,34,35,3.8021597037060073e-07,29.39,1.0,2.0
105080,33,59,6.409418579077716e-07,53.72,1.0,2.0
129604,29,40,4.345393773649298e-07,35.94,1.0,3.0
236812,18,18,1.9553986378842567e-07,16.47,1.0,2.0
236123,18,18,1.955417777789932e-07,16.47,1.0,3.0
235702,18,18,1.955394283077749e-07,16.47,1.0,2.0
194784,22,27,2.9330960427473055e-07,24.69,1.0,3.0
129738,29,30,3.2590334786576163e-07,25.939999999999998,1.0,2.0
44915,53,82,8.907965527311255e-07,68.22,1.0,4.0
85608,37,42,4.5626630721251675e-07,35.34,1.0,3.0
195153,22,22,2.3899505172908854e-07,19.69,1.0,3.0
74695,40,47,5.105717827894807e-07,39.2,1.0,3.0
155298,26,27,2.933070861875286e-07,23.75,1.0,2.0
174820,24,24,2.6072194224769803e-07,21.24,1.0,2.0
110646,32,33,3.5849055966008885e-07,28.04,1.0,3.0
46247,52,90,9.776868480272646e-07,76.74,1.0,4.0
116661,31,32,3.4762832120735985e-07,27.35,1.0,3.0
86222,37,40,4.345405458751719e-07,33.34,1.0,3.0
110553,32,33,3.584957972295417e-07,28.04,1.0,3.0
195874,22,23,2.4986103838384145e-07,20.69,1.0,3.0
155156,26,29,3.150409854662702e-07,25.75,1.0,2.0
244292,17,17,1.8467885282465296e-07,15.64,1.0,2.0
206918,21,21,2.2813068372877074e-07,18.9,1.0,3.0
56031,47,57,6.192131335612592e-07,46.19,1.0,3.0
206270,21,22,2.3899407514307637e-07,19.9,1.0,2.0
85815,37,41,4.454011513639728e-07,34.34,1.0,3.0
138035,28,33,3.584962381684526e-07,29.22,1.0,3.0
155258,26,30,3.2590281915212604e-07,26.75,1.0,3.0
99150,34,43,4.6712355194725487e-07,37.39,1.0,3.0
99300,34,49,5.323032857149746e-07,43.39,1.0,3.0
78144,39,43,4.671299089026081e-07,35.59,1.0,2.0
173400,24,40,4.3453673639311333e-07,37.24,1.0,3.0
21182,81,110,1.1949858198183307e-06,77.6,1.0,2.0
174711,24,24,2.607195089553057e-07,21.24,1.0,3.0
226816,19,20,2.1726868402329283e-07,18.29,1.0,2.0
216332,20,25,2.7158671179894106e-07,23.1,1.0,3.0
110293,32,35,3.802191454848089e-07,30.04,1.0,2.0
174136,24,25,2.715852898484015e-07,22.24,1.0,2.0
23600,76,98,1.064615176273873e-06,69.5,1.0,2.0
26569,71,78,8.473495078065662e-07,53.15,1.0,3.0
99667,34,42,4.5626693919053435e-07,36.39,1.0,3.0
98963,34,37,4.019473170718369e-07,31.39,1.0,3.0
99378,34,38,4.1281095573057695e-07,32.39,1.0,3.0
93986,35,52,5.649014946644103e-07,46.05,1.0,4.0
145618,27,31,3.3676656939540685e-07,27.49,1.0,2.0
99203,34,40,4.3453882531354385e-07,34.39,1.0,2.0
206610,21,21,2.281329762275543e-07,18.9,1.0,2.0
99833,34,41,4.4540152630219164e-07,35.39,1.0,3.0
116145,31,40,4.345279181164641e-07,35.35,1.0,3.0
184064,23,25,2.7158409749883924e-07,22.47,1.0,3.0
173988,24,25,2.7158551643995966e-07,22.24,1.0,3.0
258227,15,19,2.0640348506924548e-07,17.95,1.0,3.0
258347,15,15,1.6295048766116502e-07,13.95,1.0,2.0
109637,32,40,4.3453969521269747e-07,35.04,1.0,3.0
226345,19,20,2.1726931234280088e-07,18.29,1.0,3.0
95031,35,36,3.9107938535868957e-07,30.05,1.0,3.0
252338,16,16,1.7381551593394106e-07,14.8,1.0,2.0
244950,17,17,1.8467661756384113e-07,15.64,1.0,2.0
110902,32,33,3.584832787540541e-07,28.04,1.0,2.0
104540,33,37,4.019479420868847e-07,31.72,1.0,2.0
52132,49,72,7.821714716757817e-07,60.24,1.0,3.0
53783,48,64,6.95257444100373e-07,52.72,1.0,3.0
215576,20,21,2.281313311964456e-07,19.1,1.0,2.0
174122,24,25,2.71587805103209e-07,22.24,1.0,3.0
98890,34,42,4.562664038679783e-07,36.39,1.0,3.0
245216,17,17,1.8467885282465296e-07,15.64,1.0,2.0
122836,30,37,4.0194741871349283e-07,32.65,1.0,3.0
78554,39,43,4.671293650828686e-07,35.59,1.0,3.0
137452,28,31,3.367640131593918e-07,27.22,1.0,3.0
78358,39,50,5.431723171347815e-07,42.59,1.0,3.0
138357,28,51,5.540353797257909e-07,47.22,1.0,2.0
175062,24,25,2.715882849580399e-07,22.24,1.0,3.0
163965,25,29,3.1503406542499424e-07,26.0,1.0,3.0
244633,17,17,1.8467860897319098e-07,15.64,1.0,3.0
66094,43,44,4.779915018349335e-07,34.97,1.0,3.0
53927,48,58,6.300644279072679e-07,46.72,1.0,3.0
258241,15,17,1.8467841566226796e-07,15.95,1.0,2.0
184309,23,39,4.236733635663965e-07,36.47,1.0,2.0
236633,18,18,1.9554043380781408e-07,16.47,1.0,2.0
43441,54,65,7.061171318933635e-07,50.69,1.0,3.0
90468,36,49,5.323057895516918e-07,42.7,1.0,3.0
63461,44,47,5.105832562294229e-07,37.54,1.0,3.0
51790,49,101,1.0972068985973957e-06,89.24,1.0,2.0
173650,24,27,2.9331341186852615e-07,24.24,1.0,2.0
194223,22,26,2.8244728887528494e-07,23.69,1.0,3.0
71724,41,58,6.300595190135909e-07,49.8,1.0,2.0
129477,29,39,4.2367295980266305e-07,34.94,1.0,3.0
217172,20,31,3.36766196610988e-07,29.1,1.0,2.0
195166,22,23,2.49855053917866e-07,20.69,1.0,3.0
48394,51,61,6.626735752101226e-07,48.25,1.0,3.0
164599,25,27,2.933137429046306e-07,24.0,1.0,3.0
195468,22,23,2.498588871802365e-07,20.69,1.0,2.0
184095,23,24,2.607213153443872e-07,21.47,1.0,2.0
145445,27,32,3.4763093704167535e-07,28.49,1.0,2.0
46745,52,97,1.0537226334130535e-06,83.74,1.0,2.0
50162,50,66,7.169901714463959e-07,53.75,1.0,3.0
217416,20,20,2.1726871506161565e-07,18.1,1.0,3.0
110904,32,33,3.5849146735400625e-07,28.04,1.0,3.0
184640,23,24,2.60712651993815e-07,21.47,1.0,3.0
195845,22,24,2.6072395360182566e-07,21.69,1.0,3.0
154910,26,38,4.1281236587947283e-07,34.75,1.0,3.0
85477,37,64,6.952619958468091e-07,57.34,1.0,4.0
115486,31,41,4.4540421445107865e-07,36.35,1.0,3.0
252342,16,16,1.7381390138057713e-07,14.8,1.0,3.0
136650,28,32,3.4761921895366027e-07,28.22,1.0,3.0
165600,25,31,3.3676843169477517e-07,28.0,1.0,3.0
85962,37,47,5.105830656328779e-07,40.34,1.0,3.0
184737,23,25,2.715843863145635e-07,22.47,1.0,2.0
129417,29,33,3.584962456920004e-07,28.939999999999998,1.0,4.0
138122,28,29,3.1504113248524604e-07,25.22,1.0,3.0
235865,18,23,2.4986031966374305e-07,21.47,1.0,3.0
273778,11,11,1.1949672435591565e-07,10.45,1.0,3.0
146365,27,31,3.3676259247752894e-07,27.49,1.0,2.0
109873,32,34,3.6934884391310395e-07,29.04,1.0,3.0
165426,25,25,2.7158590978874257e-07,22.0,1.0,3.0
129322,29,34,3.693509398850166e-07,29.939999999999998,1.0,3.0
136652,28,29,3.150388132262355e-07,25.22,1.0,2.0
195581,22,22,2.3899479315507614e-07,19.69,1.0,3.0
237103,18,19,2.064039316434413e-07,17.47,1.0,3.0
122842,30,36,3.9108396194758555e-07,31.65,1.0,3.0
154304,26,27,2.933128793783646e-07,23.75,1.0,3.0
129887,29,31,3.3676595019266854e-07,26.939999999999998,1.0,2.0
145481,27,36,3.910854291279244e-07,32.49,1.0,3.0
129464,29,38,4.128092762091647e-07,33.94,1.0,3.0
90148,36,43,4.671290326305669e-07,36.7,1.0,3.0
146006,27,29,3.1503643852900394e-07,25.49,1.0,3.0
104213,33,39,4.2367624422959556e-07,33.72,1.0,3.0
116594,31,36,3.9108458799527715e-07,31.35,1.0,3.0
110647,32,33,3.584961097665697e-07,28.04,1.0,2.0
205770,21,24,2.607223555117546e-07,21.9,1.0,3.0
37114,59,70,7.604421865151628e-07,52.89,1.0,3.0
86358,37,39,4.2366911577129264e-07,32.34,1.0,3.0
25948,72,132,1.4339700235945904e-06,106.44,1.0,2.0
236389,18,19,2.0640451243182952e-07,17.47,1.0,2.0
98714,34,56,6.083464740357935e-07,50.39,1.0,3.0
35780,60,96,1.042873372755783e-06,78.3,1.0,4.0
128994,29,50,5.431718669905885e-07,45.94,1.0,4.0
51873,49,59,6.40934718414932e-07,47.24,1.0,4.0
174109,24,26,2.824500137272837e-07,23.24,1.0,2.0
1737,201,398,4.317620637615995e-06,197.0,2.0,2.0
129842,29,32,3.476184369472478e-07,27.939999999999998,1.0,3.0
226039,19,19,2.0640280733035464e-07,17.29,1.0,2.0
110187,32,41,4.45393894769324e-07,36.04,1.0,3.0
163754,25,33,3.584926605886918e-07,30.0,1.0,3.0
145355,27,31,3.367663954686835e-07,27.49,1.0,2.0
104350,33,39,4.2366454065760216e-07,33.72,1.0,3.0
216194,20,22,2.3899543469242505e-07,20.1,1.0,3.0
206481,21,23,2.498598709947555e-07,20.9,1.0,3.0
109634,32,40,4.3453767816427677e-07,35.04,1.0,3.0
40831,56,77,8.364782626639471e-07,61.6,1.0,2.0
128962,29,33,3.584890475449918e-07,28.939999999999998,1.0,3.0
21610,80,98,1.0646067406950234e-06,66.4,1.0,2.0
85471,37,52,5.649002066330221e-07,45.34,1.0,3.0
216053,20,26,2.8244941222701084e-07,24.1,1.0,3.0
154091,26,32,3.4762829722051916e-07,28.75,1.0,4.0
130744,29,30,3.2589417621839736e-07,25.939999999999998,1.0,3.0
136906,28,37,4.019473985031781e-07,33.22,1.0,4.0
244350,17,21,2.2813179606318908e-07,19.64,1.0,3.0
104157,33,37,4.019434344785959e-07,31.72,1.0,3.0
85772,37,43,4.671286206056829e-07,36.34,1.0,3.0
105131,33,34,3.693478314205909e-07,28.72,1.0,2.0
93946,35,63,6.843961471532705e-07,57.05,1.0,3.0
194123,22,27,2.933108960826447e-07,24.69,1.0,3.0
99283,34,41,4.453971924731056e-07,35.39,1.0,2.0
146307,27,30,3.2590497708266785e-07,26.49,1.0,3.0
137213,28,30,3.2590243403498957e-07,26.22,1.0,3.0
75340,40,47,5.105829287043074e-07,39.2,1.0,3.0
122841,30,36,3.910777467299726e-07,31.65,1.0,3.0
216230,20,20,2.1726868402329283e-07,18.1,1.0,2.0
56100,47,58,6.300724503105734e-07,47.19,1.0,3.0
129712,29,32,3.476276272707131e-07,27.939999999999998,1.0,2.0
196051,22,22,2.389956794290103e-07,19.69,1.0,2.0
226011,19,24,2.6072110704537673e-07,22.29,1.0,3.0
99710,34,41,4.4540201533280047e-07,35.39,1.0,3.0
216033,20,22,2.3899624000708376e-07,20.1,1.0,3.0
206982,21,37,4.019471093629086e-07,34.9,1.0,2.0
215793,20,31,3.3676556463297043e-07,29.1,1.0,3.0
99214,34,54,5.866217794490183e-07,48.39,1.0,2.0
146482,27,30,3.259036802885592e-07,26.49,1.0,2.0
137578,28,30,3.259033658927723e-07,26.22,1.0,2.0
146901,27,27,2.933126089732044e-07,23.49,1.0,2.0
194532,22,26,2.8244836881419147e-07,23.69,1.0,2.0
205668,21,22,2.389951056330959e-07,19.9,1.0,3.0
52009,49,58,6.300801873501353e-07,46.24,1.0,3.0
164122,25,29,3.1503468737161473e-07,26.0,1.0,2.0
116645,31,33,3.5849468079405216e-07,28.35,1.0,2.0
46421,52,71,7.71308088080065e-07,57.74,1.0,3.0
115646,31,42,4.562625269100221e-07,37.35,1.0,3.0
136759,28,38,4.1280968599173643e-07,34.22,1.0,4.0
69057,42,73,7.930230345091834e-07,64.39,1.0,2.0
258342,15,19,2.0640316421205868e-07,17.95,1.0,3.0
252146,16,17,1.8467747392060864e-07,15.8,1.0,2.0
43428,54,66,7.169860671002706e-07,51.69,1.0,3.0
116704,31,32,3.476304399269406e-07,27.35,1.0,2.0
99434,34,48,5.214484002763231e-07,42.39,1.0,3.0
273673,11,11,1.194965775139645e-07,10.45,1.0,3.0
86123,37,41,4.4539787581777714e-07,34.34,1.0,3.0
28746,68,79,8.582083737625969e-07,56.22,1.0,3.0
226370,19,22,2.389961431450935e-07,20.29,1.0,3.0
81505,38,61,6.626726031972474e-07,53.97,1.0,4.0
174124,24,26,2.8244758919761176e-07,23.24,1.0,2.0
82421,38,42,4.562662084327594e-07,34.97,1.0,2.0
78681,39,52,5.649028372488963e-07,44.59,1.0,3.0
217109,20,21,2.2813162198894521e-07,19.1,1.0,2.0
252262,16,16,1.7381373860640703e-07,14.8,1.0,2.0
215809,20,21,2.2813038963181093e-07,19.1,1.0,3.0
145554,27,29,3.1504107984991534e-07,25.49,1.0,2.0
103861,33,45,4.888491720189252e-07,39.72,1.0,3.0
154127,26,31,3.367692774300634e-07,27.75,1.0,3.0
206790,21,34,3.6935588533428486e-07,31.9,1.0,2.0
29401,67,89,9.668479684202958e-07,66.89,1.0,2.0
137029,28,29,3.150399534125329e-07,25.22,1.0,2.0
109949,32,35,3.8022075546503595e-07,30.04,1.0,3.0
155210,26,27,2.9331044257498326e-07,23.75,1.0,3.0
4359,103,152,1.6512409862497356e-06,99.47,1.0,4.0
104973,33,34,3.6935900654448566e-07,28.72,1.0,3.0
153941,26,30,3.258952397530192e-07,26.75,1.0,3.0
137378,28,31,3.367686915964725e-07,27.22,1.0,2.0
173917,24,28,3.041766400070918e-07,25.24,1.0,3.0
74937,40,41,4.4540075730709126e-07,33.2,1.0,3.0
55888,47,62,6.735362359551655e-07,51.19,1.0,4.0
123096,30,31,3.36769148910164e-07,26.65,1.0,2.0
32877,63,75,8.147605791976329e-07,55.47,1.0,3.0
129316,29,39,4.236728378031718e-07,34.94,1.0,3.0
173844,24,25,2.7158386854695236e-07,22.24,1.0,3.0
205393,21,24,2.6072155751411496e-07,21.9,1.0,2.0
116148,31,38,4.128126930210349e-07,33.35,1.0,3.0
215705,20,23,2.4985706854694976e-07,21.1,1.0,3.0
252251,16,16,1.738152662406655e-07,14.8,1.0,2.0
273784,11,11,1.1949865200688567e-07,10.45,1.0,2.0
136698,28,41,4.453903117903112e-07,37.22,1.0,4.0
195909,22,23,2.498595367722073e-07,20.69,1.0,3.0
130169,29,36,3.910834234385857e-07,31.939999999999998,1.0,3.0
195545,22,24,2.607239324768835e-07,21.69,1.0,3.0
32651,63,118,1.2818738926584412e-06,98.47,1.0,4.0
137887,28,32,3.4762839281383274e-07,28.22,1.0,3.0
146754,27,27,2.933146962119007e-07,23.49,1.0,3.0
252839,16,17,1.8467859554882134e-07,15.8,1.0,3.0
90411,36,47,5.105808855152461e-07,40.7,1.0,3.0
252202,16,16,1.7381398974538395e-07,14.8,1.0,2.0
68527,42,59,6.409361801370106e-07,50.39,1.0,3.0
116044,31,38,4.1280998784827693e-07,33.35,1.0,2.0
259367,15,16,1.7381545884348988e-07,14.95,1.0,3.0
89982,36,46,4.997195286157938e-07,39.7,1.0,2.0
81985,38,48,5.214427505934739e-07,40.97,1.0,3.0
195385,22,22,2.3899458187615065e-07,19.69,1.0,3.0
194848,22,25,2.7158614523153344e-07,22.69,1.0,2.0
122181,30,33,3.584888354399513e-07,28.65,1.0,4.0
163919,25,27,2.933119058312756e-07,24.0,1.0,2.0
104047,33,39,4.236743911060052e-07,33.72,1.0,2.0
